,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILI AGE 0-4,ILI AGE 25-49,ILI AGE 25-64,ILI AGE 5-24,ILI AGE 50-64,ILI AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
2660,Census Regions,East South Central,2023,22,1.42294,1.3971,543,369,483,516,114,105,1647,304,117887,786,3,12,1.9083990000000002,0.381679,1.52672
2661,Census Regions,West South Central,2023,22,1.89197,1.51418,555,453,597,648,144,86,1886,216,124556,4311,30,34,1.484574,0.695894,0.78868
2662,Census Regions,Mountain,2023,22,1.28969,1.45477,488,470,639,733,169,185,2045,325,140572,3652,10,24,0.9309970000000001,0.273823,0.657174
2663,Census Regions,Pacific,2023,22,2.58597,2.54498,1330,3070,4334,2444,1264,1173,9281,416,364678,9260,70,28,1.058316,0.75594,0.302376
2664,Census Regions,New England,2023,23,0.926209,1.01544,282,380,521,586,141,203,1592,251,156780,3241,17,13,0.92564,0.524529,0.401111
2665,Census Regions,Mid-Atlantic,2023,23,1.9059,2.20504,1299,1642,2108,1946,466,375,5728,357,259768,5116,24,31,1.0750579999999998,0.469116,0.605942
2666,Census Regions,East North Central,2023,23,0.930594,0.892109,669,562,758,774,196,228,2429,533,272276,5292,26,28,1.0204090000000001,0.491308,0.529101
2667,Census Regions,West North Central,2023,23,0.795039,0.810218,291,156,214,285,58,60,850,268,104910,3684,10,13,0.624321,0.271444,0.352877
2668,Census Regions,South Atlantic,2023,23,1.93363,2.01622,3164,2970,3998,4330,1028,973,12465,931,618235,5530,18,51,1.247739,0.325497,0.922242
2669,Census Regions,East South Central,2023,23,1.21789,1.18713,428,349,472,428,123,96,1424,305,119953,726,3,6,1.2396690000000001,0.413223,0.826446
2670,Census Regions,West South Central,2023,23,1.25528,1.05932,398,325,407,402,82,75,1282,211,121021,3992,22,24,1.152304,0.551102,0.601202
2671,Census Regions,Mountain,2023,23,1.22563,1.34363,464,390,564,570,174,189,1787,316,132998,3290,8,14,0.668693,0.243161,0.425532
2672,Census Regions,Pacific,2023,23,2.42104,2.36829,1314,3180,4534,2307,1354,1227,9382,411,396150,8599,96,28,1.4420289999999998,1.11641,0.325619
2673,Census Regions,New England,2023,24,0.934166,0.982267,285,370,515,565,145,181,1546,252,157391,3190,8,9,0.532916,0.250784,0.282132
2674,Census Regions,Mid-Atlantic,2023,24,1.84431,2.12297,1364,1532,1995,1882,463,331,5572,352,262462,4110,19,19,0.924574,0.462287,0.462287
2675,Census Regions,East North Central,2023,24,0.860388,0.805731,592,499,676,633,177,210,2111,528,261998,4936,27,33,1.21556,0.547002,0.668558
2676,Census Regions,West North Central,2023,24,0.757744,0.804261,266,136,185,315,49,60,826,273,102703,3458,22,9,0.896472,0.636206,0.260266
2677,Census Regions,South Atlantic,2023,24,1.71418,1.78793,2825,2719,3727,3588,1008,855,10995,928,614957,5040,20,44,1.269841,0.396825,0.873016
2678,Census Regions,East South Central,2023,24,1.0991,1.099,412,320,412,361,92,95,1280,307,116469,663,0,8,1.20664,0.0,1.20664
2679,Census Regions,West South Central,2023,24,1.31999,1.04482,360,341,448,338,107,84,1230,212,117724,3628,21,18,1.074972,0.578831,0.496141
2680,Census Regions,Mountain,2023,24,1.13811,1.24707,410,364,546,538,182,175,1669,322,133834,3053,19,16,1.146414,0.622339,0.524075
2681,Census Regions,Pacific,2023,24,2.27867,2.25231,1227,3008,4232,2003,1224,1189,8651,415,384095,7860,76,30,1.3486,0.966921,0.381679
2682,Census Regions,New England,2023,25,0.849592,0.917068,268,335,485,469,150,169,1391,250,151679,2678,6,6,0.448096,0.224048,0.224048
2683,Census Regions,Mid-Atlantic,2023,25,1.72474,1.95444,1322,1278,1694,1568,416,323,4907,353,251070,3232,11,6,0.525991,0.340347,0.185644
2684,Census Regions,East North Central,2023,25,0.791309,0.727344,513,465,632,602,167,193,1940,526,266724,4647,30,15,0.968367,0.645578,0.322789
2685,Census Regions,West North Central,2023,25,0.695135,0.74569,203,147,206,286,59,75,770,273,103260,3289,13,10,0.699301,0.395257,0.304044
2686,Census Regions,South Atlantic,2023,25,1.58848,1.66262,2546,2635,3536,3118,901,859,10059,932,605009,4630,14,17,0.669547,0.302376,0.367171
2687,Census Regions,East South Central,2023,25,0.928829,0.899464,324,267,365,274,98,80,1043,299,115958,542,1,4,0.922509,0.184502,0.738007
2688,Census Regions,West South Central,2023,25,1.13191,0.915326,308,280,393,348,113,84,1133,210,123781,3433,25,18,1.2525490000000001,0.728226,0.524323
2689,Census Regions,Mountain,2023,25,1.02649,1.11011,359,353,515,458,162,166,1498,322,134942,2933,17,17,1.159222,0.579611,0.579611
2690,Census Regions,Pacific,2023,25,2.1448,2.10712,1155,2967,4137,1818,1170,1038,8148,417,386689,7554,73,29,1.3502779999999999,0.966375,0.383903
2691,Census Regions,New England,2023,26,0.710534,0.782297,271,270,402,384,132,163,1220,249,155951,2264,12,5,0.750883,0.530035,0.220848
2692,Census Regions,Mid-Atlantic,2023,26,1.59333,1.80502,1154,1289,1689,1460,400,307,4610,355,255399,3664,14,7,0.573144,0.382096,0.191048
2693,Census Regions,East North Central,2023,26,0.710754,0.646913,441,409,553,514,144,169,1677,521,259231,4378,30,4,0.7766099,0.685244,0.0913659
2694,Census Regions,West North Central,2023,26,0.534122,0.572705,180,110,153,202,43,47,582,261,101623,2992,10,14,0.8021389999999999,0.334225,0.467914
2695,Census Regions,South Atlantic,2023,26,1.43042,1.50931,2381,2425,3314,2681,889,829,9205,924,609882,4249,6,18,0.564839,0.14121,0.423629
2696,Census Regions,East South Central,2023,26,0.887701,0.861684,304,263,358,302,95,78,1042,298,120926,633,2,4,0.947868,0.315956,0.631912
2697,Census Regions,West South Central,2023,26,1.26639,0.991822,357,309,399,405,90,76,1237,211,124720,3179,20,17,1.163888,0.629129,0.534759
2698,Census Regions,Mountain,2023,26,0.906899,0.948091,313,306,442,381,136,167,1303,321,137434,2726,11,10,0.7703599999999999,0.403522,0.366838
2699,Census Regions,Pacific,2023,26,2.00388,1.96848,987,2749,3866,1683,1117,1074,7610,399,386592,6246,116,35,2.417549,1.85719,0.560359
2700,Census Regions,New England,2023,27,0.702382,0.748012,206,269,391,345,122,163,1105,250,147725,1868,13,8,1.124197,0.695931,0.428266
2701,Census Regions,Mid-Atlantic,2023,27,1.42682,1.69333,1113,1182,1575,1286,393,291,4265,348,251870,4076,15,4,0.4661434,0.368008,0.0981354
2702,Census Regions,East North Central,2023,27,0.675898,0.612248,413,349,504,468,155,209,1594,534,260352,4043,111,4,2.8444264,2.74549,0.0989364
2703,Census Regions,West North Central,2023,27,0.675164,0.720436,183,115,181,252,66,35,651,271,90362,2914,11,2,0.4461222,0.377488,0.0686342
2704,Census Regions,South Atlantic,2023,27,1.40352,1.48513,2203,2255,3158,2681,903,873,8915,922,600284,4102,10,15,0.609459,0.243784,0.365675
2705,Census Regions,East South Central,2023,27,0.876409,0.849661,284,265,357,283,92,89,1013,299,119224,578,2,5,1.211073,0.346021,0.865052
2706,Census Regions,West South Central,2023,27,1.1837,0.929463,320,296,399,319,103,69,1107,211,119101,3316,18,23,1.23643,0.542823,0.693607
2707,Census Regions,Mountain,2023,27,0.875279,0.949532,277,281,397,360,116,172,1206,318,127010,2693,6,3,0.3342,0.2228,0.1114
2708,Census Regions,Pacific,2023,27,1.98266,1.94972,945,2460,3450,1481,990,916,6792,416,348358,6699,82,34,1.731598,1.22406,0.507538
2709,Census Regions,New England,2023,28,0.636528,0.690266,188,270,384,371,114,132,1075,247,155737,1996,18,4,1.102205,0.901804,0.200401
2710,Census Regions,Mid-Atlantic,2023,28,1.44609,1.56028,1055,1144,1528,1195,384,309,4087,352,261941,4176,18,3,0.5028731,0.431034,0.0718391
2711,Census Regions,East North Central,2023,28,0.629887,0.573207,372,354,515,448,161,186,1521,526,265349,4133,20,7,0.653278,0.48391,0.169368
2712,Census Regions,West North Central,2023,28,0.600428,0.621373,198,128,184,227,56,42,651,272,104768,3036,9,10,0.6258239999999999,0.296443,0.329381
2713,Census Regions,South Atlantic,2023,28,1.37692,1.44266,2125,2443,3343,2569,900,861,8898,927,616778,4257,26,19,1.057083,0.610759,0.446324
2714,Census Regions,East South Central,2023,28,0.900265,0.885214,324,293,393,280,100,97,1094,298,123586,599,4,8,2.00334,0.66778,1.33556
2715,Census Regions,West South Central,2023,28,1.23186,0.995851,327,348,451,340,103,99,1217,212,122207,3225,27,23,1.550387,0.837209,0.713178
2716,Census Regions,Mountain,2023,28,0.740987,0.861486,223,271,391,334,120,134,1082,295,125597,2625,12,11,0.8761909999999999,0.457143,0.419048
2717,Census Regions,Pacific,2023,28,1.66822,1.65456,796,2316,3303,1279,987,900,6278,413,379437,6614,53,34,1.3153920000000001,0.801331,0.514061
2718,Census Regions,New England,2023,29,0.649371,0.703065,217,266,384,350,118,141,1092,248,155320,1709,9,4,0.760679,0.526624,0.234055
2719,Census Regions,Mid-Atlantic,2023,29,1.42839,1.60959,1077,1168,1570,1249,402,308,4204,353,261184,3871,10,3,0.3358304,0.258331,0.0774994
2720,Census Regions,East North Central,2023,29,0.664895,0.592496,426,366,512,434,146,187,1559,523,263124,4431,24,9,0.744752,0.541638,0.203114
2721,Census Regions,West North Central,2023,29,0.608994,0.6259,180,138,198,220,60,54,652,274,104170,2906,8,11,0.6538189999999999,0.275292,0.378527
2722,Census Regions,South Atlantic,2023,29,1.38635,1.45904,2169,2496,3439,2440,943,928,8976,926,615200,4306,22,12,0.789596,0.510915,0.278681
2723,Census Regions,East South Central,2023,29,0.931208,0.900522,339,302,404,291,102,78,1112,301,123484,611,4,2,0.9819960000000001,0.654664,0.327332
2724,Census Regions,West South Central,2023,29,1.0794,0.913318,318,296,412,331,116,88,1149,211,125805,3652,37,22,1.6155499999999998,1.01314,0.60241
2725,Census Regions,Mountain,2023,29,0.666975,0.768279,244,233,341,318,108,128,1031,311,134196,2677,8,3,0.410908,0.298842,0.112066
2726,Census Regions,Pacific,2023,29,1.57744,1.5824,748,2211,3147,1203,936,929,6027,413,380876,6694,78,42,1.7926479999999998,1.16522,0.627428
2727,Census Regions,New England,2023,30,0.670884,0.730086,195,286,396,402,110,149,1142,249,156420,1854,9,3,0.647249,0.485437,0.161812
2728,Census Regions,Mid-Atlantic,2023,30,1.46608,1.65897,1137,1157,1508,1249,351,344,4238,345,255460,3580,12,7,0.530727,0.335196,0.195531
2729,Census Regions,East North Central,2023,30,0.642061,0.58086,384,381,561,427,180,167,1539,524,264952,4453,20,9,0.651246,0.449135,0.202111
2730,Census Regions,West North Central,2023,30,0.636595,0.639675,186,141,189,246,48,56,677,273,105835,2660,7,10,0.6390979999999999,0.263158,0.37594
2731,Census Regions,South Atlantic,2023,30,1.4822,1.55435,2271,2498,3583,2571,1085,1027,9452,928,608098,4873,21,13,0.697722,0.430946,0.266776
2732,Census Regions,East South Central,2023,30,1.02071,1.00009,310,348,487,334,139,98,1229,303,122889,678,0,3,0.442478,0.0,0.442478
2733,Census Regions,West South Central,2023,30,1.19093,0.990074,366,314,438,307,124,85,1196,207,120799,3794,27,17,1.159726,0.71165,0.448076
2734,Census Regions,Mountain,2023,30,0.744888,0.812929,228,274,390,337,116,131,1086,309,133591,2634,10,6,0.607441,0.379651,0.22779
2735,Census Regions,Pacific,2023,30,1.53232,1.54891,735,2076,3060,1173,984,890,5858,413,378201,6861,77,61,2.011373,1.12229,0.889083
2736,Census Regions,New England,2023,31,0.660498,0.70964,209,242,375,335,133,170,1089,248,153458,1930,5,5,0.518134,0.259067,0.259067
2737,Census Regions,Mid-Atlantic,2023,31,1.41978,1.70924,984,1325,1792,1266,467,344,4386,353,256606,3682,18,5,0.624661,0.488865,0.135796
2738,Census Regions,East North Central,2023,31,0.716141,0.646508,420,435,619,490,184,187,1716,524,265426,4868,28,3,0.6368119999999999,0.575185,0.061627
2739,Census Regions,West North Central,2023,31,0.604476,0.573554,189,123,172,184,49,61,606,270,105657,3040,11,12,0.756579,0.361842,0.394737
2740,Census Regions,South Atlantic,2023,31,1.51978,1.59627,2189,2743,3838,2501,1095,1058,9586,922,600524,5321,19,19,0.714152,0.357076,0.357076
2741,Census Regions,East South Central,2023,31,1.08029,1.0437,336,360,484,366,124,104,1290,295,123599,728,4,4,1.098902,0.549451,0.549451
2742,Census Regions,West South Central,2023,31,1.36497,1.06917,368,378,501,311,123,107,1287,209,120374,4550,34,30,1.406594,0.747253,0.659341
2743,Census Regions,Mountain,2023,31,0.72625,0.775643,243,270,370,324,100,93,1030,308,132793,1186,5,3,0.674536,0.421585,0.252951
2744,Census Regions,Pacific,2023,31,1.56052,1.5771,740,2103,3101,1189,998,876,5906,413,374485,7120,79,61,1.9662920000000002,1.10955,0.856742
2745,Census Regions,New England,2023,32,0.768178,0.795458,244,296,441,350,145,181,1216,247,152868,2217,7,1,0.360848,0.315742,0.045106
2746,Census Regions,Mid-Atlantic,2023,32,1.37344,1.71818,979,1455,1923,1210,468,386,4498,351,261789,4009,21,5,0.64854,0.523821,0.124719
2747,Census Regions,East North Central,2023,32,0.710811,0.664954,416,432,628,552,196,206,1802,528,270996,5206,21,4,0.48021539999999996,0.403381,0.0768344
2748,Census Regions,West North Central,2023,32,0.675717,0.653575,156,139,192,232,53,68,648,259,99147,3256,6,9,0.460688,0.184275,0.276413
2749,Census Regions,South Atlantic,2023,32,1.64857,1.72356,2435,2908,4118,2878,1210,1135,10566,921,613035,5175,13,13,0.502416,0.251208,0.251208
2750,Census Regions,East South Central,2023,32,1.36312,1.31538,420,450,602,513,152,129,1664,298,126503,841,2,8,1.189061,0.237812,0.951249
2751,Census Regions,West South Central,2023,32,1.44383,1.20309,258,441,598,458,157,126,1440,194,119692,4893,25,19,0.8992439999999999,0.510934,0.38831
2752,Census Regions,Mountain,2023,32,0.844647,0.954417,271,318,447,407,129,165,1290,308,135161,2792,13,8,0.752149,0.465616,0.286533
2753,Census Regions,Pacific,2023,32,1.62641,1.64044,803,2203,3253,1164,1050,969,6189,415,377276,7744,76,58,1.730372,0.981405,0.748967
2754,Census Regions,New England,2023,33,0.689506,0.758487,200,296,444,325,148,172,1141,245,150431,2300,13,6,0.826087,0.565217,0.26087
2755,Census Regions,Mid-Atlantic,2023,33,1.47189,1.79686,952,1557,2083,1258,526,421,4714,352,262346,4480,17,2,0.4241069,0.379464,0.0446429
2756,Census Regions,East North Central,2023,33,0.776473,0.738806,467,501,701,582,200,202,1952,525,264210,5786,28,13,0.708607,0.483927,0.22468
2757,Census Regions,West North Central,2023,33,0.675803,0.66179,189,169,238,220,69,65,712,272,107587,3828,14,29,1.123302,0.365726,0.757576
2758,Census Regions,South Atlantic,2023,33,2.03666,2.08689,2853,3603,4936,4035,1333,1322,13146,926,629933,5705,15,7,0.385626,0.262927,0.122699
2759,Census Regions,East South Central,2023,33,1.86375,1.79279,533,602,813,899,211,161,2406,303,134204,1037,6,13,1.832212,0.578592,1.25362
2760,Census Regions,West South Central,2023,33,1.76112,1.41403,307,420,572,641,152,89,1609,190,113788,6170,34,32,1.0696919999999999,0.551053,0.518639
2761,Census Regions,Mountain,2023,33,0.958067,1.08488,328,378,510,515,132,155,1508,306,139001,3428,8,14,0.641773,0.233372,0.408401
2762,Census Regions,Pacific,2023,33,1.65026,1.68226,859,2265,3278,1284,1013,1054,6475,414,384899,7722,77,35,1.450401,0.997151,0.45325
2763,Census Regions,New England,2023,34,0.745074,0.81338,188,352,523,314,171,202,1227,246,150852,2424,14,3,0.70132,0.577558,0.123762
2764,Census Regions,Mid-Atlantic,2023,34,1.55195,1.80175,893,1573,2159,1173,586,455,4680,348,259748,4438,15,3,0.405588,0.33799,0.067598
2765,Census Regions,East North Central,2023,34,0.980994,0.919626,538,625,865,817,240,271,2491,527,270871,6880,26,8,0.494186,0.377907,0.116279
2766,Census Regions,West North Central,2023,34,0.674639,0.674793,214,160,218,251,58,61,744,270,110256,3550,17,13,0.84507,0.478873,0.366197
2767,Census Regions,South Atlantic,2023,34,2.49961,2.59136,3781,4239,5790,5870,1551,1483,16924,926,653094,7651,35,19,0.7057910000000001,0.457457,0.248334
2768,Census Regions,East South Central,2023,34,2.33091,2.34309,748,788,980,1357,192,177,3262,298,139218,1332,3,14,1.276275,0.225225,1.05105
2769,Census Regions,West South Central,2023,34,2.245,1.89827,501,555,726,1162,171,113,2502,194,131804,8376,48,37,1.014804,0.573066,0.441738
2770,Census Regions,Mountain,2023,34,1.13668,1.34217,394,437,624,688,187,179,1885,309,140444,3911,4,1,0.1278449,0.102276,0.0255689
2771,Census Regions,Pacific,2023,34,1.81392,1.87381,977,2527,3671,1519,1144,1097,7264,406,387659,8854,71,34,1.1859039999999998,0.801897,0.384007
2772,Census Regions,New England,2023,35,0.747933,0.798387,170,347,514,328,167,196,1208,244,151305,2638,10,6,0.60652,0.379075,0.227445
2773,Census Regions,Mid-Atlantic,2023,35,1.61356,1.8672,913,1660,2262,1258,602,461,4894,352,262103,5144,23,9,0.622084,0.447123,0.174961
2774,Census Regions,East North Central,2023,35,1.11801,1.06717,671,665,927,1061,262,304,2963,525,277649,8035,29,5,0.4231488,0.360921,0.0622278
2775,Census Regions,West North Central,2023,35,0.858844,0.873366,210,240,310,394,70,71,985,272,112782,4380,13,8,0.479452,0.296804,0.182648
2776,Census Regions,South Atlantic,2023,35,2.63694,2.71671,3940,4249,5895,5910,1646,1515,17260,927,635327,7692,26,13,0.5070209999999999,0.338014,0.169007
2777,Census Regions,East South Central,2023,35,2.45901,2.45037,769,774,1037,1282,263,225,3313,299,135204,1447,5,2,0.48375999999999997,0.345543,0.138217
2778,Census Regions,West South Central,2023,35,3.29286,2.81464,637,785,1015,1749,230,156,3557,206,126375,9828,53,31,0.8547009999999999,0.539276,0.315425
2779,Census Regions,Mountain,2023,35,1.12993,1.40169,448,473,665,717,192,208,2038,297,145396,4102,12,2,0.3412967,0.29254,0.0487567
2780,Census Regions,Pacific,2023,35,2.0073,2.04903,1222,2599,3797,1965,1198,1209,8193,415,399847,9793,95,39,1.368325,0.970081,0.398244
2781,Census Regions,New England,2023,36,0.907623,0.950504,253,373,542,460,169,221,1476,248,155286,3222,10,3,0.4034759,0.310366,0.0931099
2782,Census Regions,Mid-Atlantic,2023,36,1.69733,1.97106,976,1718,2351,1367,633,497,5191,357,263361,5352,22,4,0.4857994,0.411061,0.0747384
2783,Census Regions,East North Central,2023,36,1.24898,1.17919,844,772,1043,1062,271,340,3289,519,278920,9420,23,4,0.2866238,0.244161,0.0424628
2784,Census Regions,West North Central,2023,36,1.0814,1.10769,274,254,341,468,87,84,1167,275,105354,4767,10,10,0.419552,0.209776,0.209776
2785,Census Regions,South Atlantic,2023,36,2.59339,2.67795,4151,4182,5848,5910,1666,1578,17487,928,652999,8132,39,6,0.5533696,0.479587,0.0737826
2786,Census Regions,East South Central,2023,36,2.1716,2.19743,713,696,933,1052,237,221,2919,296,132837,1367,6,4,0.731529,0.438917,0.292612
2787,Census Regions,West South Central,2023,36,3.28675,2.54401,646,609,805,1248,196,167,2866,201,112657,9084,36,49,0.935711,0.396301,0.53941
2788,Census Regions,Mountain,2023,36,1.28412,1.53123,494,533,738,715,205,261,2208,302,144198,4211,12,4,0.3799573,0.284968,0.0949893
2789,Census Regions,Pacific,2023,36,2.20678,2.23434,1195,2682,3839,1877,1157,1220,8131,412,363911,9777,104,42,1.4933,1.06372,0.42958
2790,Census Regions,New England,2023,37,0.9517,1.02304,277,397,567,555,170,230,1629,248,159232,3216,5,7,0.373135,0.155473,0.217662
2791,Census Regions,Mid-Atlantic,2023,37,1.92479,2.22412,1101,1800,2426,1975,626,469,5971,356,268466,6108,21,4,0.40929889999999997,0.343811,0.0654879
2792,Census Regions,East North Central,2023,37,1.30081,1.21643,792,769,1112,1189,343,325,3418,525,280986,11044,46,14,0.543282,0.416516,0.126766
2793,Census Regions,West North Central,2023,37,0.963712,0.987196,258,253,329,437,76,94,1118,274,113250,5245,13,12,0.47664399999999996,0.247855,0.228789
2794,Census Regions,South Atlantic,2023,37,2.54687,2.60296,4099,3985,5475,5794,1490,1473,16841,929,646994,8244,34,19,0.642892,0.412421,0.230471
2795,Census Regions,East South Central,2023,37,2.05812,2.04351,679,585,815,928,230,166,2588,296,126645,1299,2,8,0.769823,0.153965,0.615858
2796,Census Regions,West South Central,2023,37,2.73015,2.29638,628,662,887,1242,225,153,2910,211,126721,8000,38,33,0.8875,0.475,0.4125
2797,Census Regions,Mountain,2023,37,1.21491,1.4011,440,487,694,725,207,236,2095,302,149525,4200,22,3,0.5952386,0.52381,0.0714286
2798,Census Regions,Pacific,2023,37,2.13164,2.16716,1211,2860,4192,2059,1332,1255,8717,417,402231,10932,133,48,1.655688,1.21661,0.439078
2799,Census Regions,New England,2023,38,1.21593,1.27251,325,473,683,769,210,258,2035,248,159920,3744,10,16,0.6944440000000001,0.267094,0.42735
2800,Census Regions,Mid-Atlantic,2023,38,2.49131,2.88929,1599,2141,2868,2714,727,570,7751,355,268267,7428,30,6,0.4846524,0.403877,0.0807754
2801,Census Regions,East North Central,2023,38,1.47307,1.3757,992,876,1183,1293,307,320,3788,515,275351,12534,59,21,0.638264,0.47072,0.167544
2802,Census Regions,West North Central,2023,38,1.04877,1.04848,302,263,347,468,84,98,1215,278,115882,5382,11,8,0.35302900000000004,0.204385,0.148644
2803,Census Regions,South Atlantic,2023,38,2.6615,2.71053,4624,3816,5321,6129,1505,1402,17476,932,644744,9134,62,45,1.171448,0.678783,0.492665
2804,Census Regions,East South Central,2023,38,2.06774,2.01287,729,519,682,951,163,156,2518,297,125095,1144,6,2,0.6993010000000001,0.524476,0.174825
2805,Census Regions,West South Central,2023,38,2.10986,1.88894,561,542,726,987,184,152,2426,210,128432,6117,23,48,1.160699,0.376001,0.784698
2806,Census Regions,Mountain,2023,38,1.37613,1.5747,497,524,764,838,240,286,2385,309,151457,4514,22,3,0.5538329,0.487373,0.0664599
2807,Census Regions,Pacific,2023,38,2.1792,2.21109,1283,2816,4107,2013,1291,1268,8671,414,392160,11605,124,68,1.6544539999999999,1.0685,0.585954
2808,Census Regions,New England,2023,39,1.23523,1.30862,324,485,739,691,254,283,2037,246,155660,3531,17,12,0.8212969999999999,0.48145,0.339847
2809,Census Regions,Mid-Atlantic,2023,39,2.55845,3.00131,1555,2345,3181,2561,836,631,7928,357,264151,7231,18,5,0.31807470000000004,0.248928,0.0691467
2810,Census Regions,East North Central,2023,39,1.43488,1.3598,957,862,1209,1330,347,326,3822,523,281071,11946,56,32,0.736648,0.468776,0.267872
2811,Census Regions,West North Central,2023,39,0.950935,0.983416,269,220,299,449,79,115,1132,276,115109,4842,8,3,0.22717890000000002,0.165221,0.0619579
2812,Census Regions,South Atlantic,2023,39,2.7285,2.78254,5014,3802,5251,6182,1449,1390,17837,930,641032,8115,49,24,0.8995690000000001,0.60382,0.295749
2813,Census Regions,East South Central,2023,39,2.10055,2.06691,783,551,734,903,183,145,2565,296,124098,1167,9,11,1.7137959999999999,0.771208,0.942588
2814,Census Regions,West South Central,2023,39,2.40006,2.08997,622,587,774,1123,187,139,2658,211,127179,7909,66,59,1.580478,0.834492,0.745986
2815,Census Regions,Mountain,2023,39,1.29175,1.50644,517,565,811,858,246,263,2449,310,162569,4831,26,6,0.662389,0.538191,0.124198
2816,Census Regions,Pacific,2023,39,2.23665,2.26839,1335,2882,4235,2013,1353,1258,8841,403,389748,12238,111,65,1.4381439999999999,0.907011,0.531133
2817,Census Regions,New England,2023,40,1.25271,1.30679,424,552,806,767,254,331,2328,283,178146,5008,17,4,0.4193292,0.339457,0.0798722
2818,Census Regions,Mid-Atlantic,2023,40,2.54498,2.92594,1805,2407,3261,2630,854,698,8394,368,286882,7624,30,8,0.49842600000000004,0.393494,0.104932
2819,Census Regions,East North Central,2023,40,1.43067,1.32988,1266,1004,1404,1776,400,420,4866,758,365899,12517,47,29,0.607174,0.375489,0.231685
2820,Census Regions,West North Central,2023,40,1.01751,1.03333,305,254,347,450,93,73,1175,300,113710,6350,26,4,0.4724411,0.409449,0.0629921
2821,Census Regions,South Atlantic,2023,40,2.93937,3.00922,5813,3995,5555,7189,1560,1397,19954,966,663096,9206,76,70,1.585923,0.825549,0.760374
2822,Census Regions,East South Central,2023,40,2.18408,2.12437,784,518,698,1087,180,165,2734,323,128697,1233,11,13,1.9464730000000001,0.892133,1.05434
2823,Census Regions,West South Central,2023,40,2.95332,2.46074,765,670,865,1380,195,149,3159,221,128376,7736,61,60,1.564116,0.788521,0.775595
2824,Census Regions,Mountain,2023,40,1.86537,1.94236,896,1042,1506,1517,464,489,4408,449,226941,4916,29,8,0.7526440000000001,0.58991,0.162734
2825,Census Regions,Pacific,2023,40,2.42884,2.32378,1461,3000,4294,2206,1294,1333,9294,463,399951,10349,133,89,2.145136,1.28515,0.859986
2826,Census Regions,New England,2023,41,1.2062,1.25142,412,517,782,679,265,295,2168,286,173243,4739,18,13,0.654146,0.379827,0.274319
2827,Census Regions,Mid-Atlantic,2023,41,2.59029,2.92063,1963,2241,2976,2513,735,549,8001,371,273948,7027,33,7,0.5692328,0.469617,0.0996158
2828,Census Regions,East North Central,2023,41,1.55585,1.4234,1341,1105,1542,1675,437,444,5002,757,351413,13116,74,28,0.777676,0.564196,0.21348
2829,Census Regions,West North Central,2023,41,1.24728,1.20635,358,245,353,554,108,137,1402,300,116218,6482,37,5,0.6479477,0.570811,0.0771367
2830,Census Regions,South Atlantic,2023,41,3.06759,3.13837,6221,4190,5703,7308,1513,1352,20584,974,655881,9159,90,51,1.539469,0.98264,0.556829
2831,Census Regions,East South Central,2023,41,2.19489,2.13863,844,555,775,933,220,189,2741,327,128166,1302,10,19,2.2273389999999997,0.768049,1.45929
2832,Census Regions,West South Central,2023,41,3.00028,2.50188,844,687,924,1324,237,166,3258,219,130222,7856,115,80,2.48218,1.46385,1.01833
2833,Census Regions,Mountain,2023,41,1.89996,1.98233,961,1194,1680,1375,486,494,4510,448,227510,5107,39,16,1.076953,0.763658,0.313295
2834,Census Regions,Pacific,2023,41,2.35329,2.2929,1477,3238,4672,2237,1434,1472,9858,470,429935,10726,178,71,2.321463,1.65952,0.661943
2835,Census Regions,New England,2023,42,1.30368,1.35438,504,546,824,722,278,298,2348,285,173364,4754,19,8,0.567942,0.399663,0.168279
2836,Census Regions,Mid-Atlantic,2023,42,2.62026,3.11719,2256,2213,2959,2746,746,611,8572,368,274991,7233,61,11,0.995438,0.843357,0.152081
2837,Census Regions,East North Central,2023,42,1.60297,1.48081,1426,1081,1509,1714,428,460,5109,759,345014,13688,77,19,0.7013449999999999,0.562537,0.138808
2838,Census Regions,West North Central,2023,42,1.2051,1.21125,352,235,378,529,143,128,1387,303,114510,6871,40,6,0.6694805,0.582157,0.0873235
2839,Census Regions,South Atlantic,2023,42,3.2483,3.34116,6575,4392,5907,7974,1515,1399,21855,974,654115,8540,100,88,2.2014,1.17096,1.03044
2840,Census Regions,East South Central,2023,42,2.30903,2.27703,908,648,838,961,190,169,2876,319,126305,1289,17,9,2.017066,1.31885,0.698216
2841,Census Regions,West South Central,2023,42,3.49062,2.98492,1032,787,1060,1649,273,205,3946,224,132198,8191,132,79,2.575993,1.61152,0.964473
2842,Census Regions,Mountain,2023,42,2.07656,2.14623,1081,1271,1797,1560,526,554,4992,447,232594,5276,36,16,0.985595,0.682335,0.30326
2843,Census Regions,Pacific,2023,42,2.73093,2.64499,1586,3292,5009,2450,1717,2372,11417,458,431647,10959,211,82,2.673603,1.92536,0.748243
2844,Census Regions,New England,2023,43,1.34384,1.39389,521,530,808,815,278,320,2464,288,176771,4834,48,13,1.261894,0.992966,0.268928
